path,depth,use_bias,use_residual,seed,layer_index,grad_norm
sequential,15,true,true,1,14,0.12714173
sequential,15,true,true,1,15,0.09628363
sequential,15,true,true,1,16,0.07731135
sequential,20,false,false,1,1,4297.978
sequential,20,false,false,1,2,16763.508
sequential,20,false,false,1,3,12597.771
sequential,20,false,false,1,4,17268.92
sequential,20,false,false,1,5,3229.5632
sequential,20,false,false,1,6,1594.9747
sequential,20,false,false,1,7,8338.473
sequential,20,false,false,1,8,2069.2952
sequential,20,false,false,1,9,522.54895
sequential,20,false,false,1,10,389.22052
sequential,20,false,false,1,11,99.70375
sequential,20,false,false,1,12,66.77394
sequential,20,false,false,1,13,32.02744
sequential,20,false,false,1,14,5.5034437
sequential,20,false,false,1,15,3.7519867
sequential,20,false,false,1,16,2.4415865
sequential,20,false,false,1,17,1.3706214
sequential,20,false,false,1,18,1.0206269
sequential,20,false,false,1,19,0.6232679
sequential,20,false,false,1,20,0.51285213
sequential,20,false,false,1,21,0.41972342
sequential,20,true,false,1,1,168.42392
sequential,20,true,false,1,2,124.32919
sequential,20,true,false,1,3,140.56099
sequential,20,true,false,1,4,174.07709
sequential,20,true,false,1,5,114.96641
sequential,20,true,false,1,6,71.57397
sequential,20,true,false,1,7,12.354579
sequential,20,true,false,1,8,11.833879
sequential,20,true,false,1,9,9.9760065
sequential,20,true,false,1,10,7.1579742
sequential,20,true,false,1,11,4.4978027
sequential,20,true,false,1,12,4.138958
sequential,20,true,false,1,13,2.2520032
sequential,20,true,false,1,14,1.5176561
sequential,20,true,false,1,15,1.1203892
sequential,20,true,false,1,16,1.1188228
sequential,20,true,false,1,17,0.72976357
sequential,20,true,false,1,18,0.48596126
sequential,20,true,false,1,19,0.6364535
sequential,20,true,false,1,20,0.55165917
sequential,20,true,false,1,21,0.36917394
sequential,20,false,true,1,1,1.7333258e7
sequential,20,false,true,1,2,5.504664e6
sequential,20,false,true,1,3,2.8229302e6
sequential,20,false,true,1,4,2.7044364e7
sequential,20,false,true,1,5,390331.03
sequential,20,false,true,1,6,173475.1
